drug,content
CHEMBL1096,"CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1_|_SGRYPYWGNKJSDL-UHFFFAOYSA-N_|_Small molecule_|_False_|_AMLEXANOX_|_1996.0_|_4.0_|_nan_|_False_|_True_|_['Amlexanox' 'Aphthasol']_|_['AA-673' 'Amlexanox' 'Amoxanox' 'Aphtheal' 'CHX 3673' 'CHX-3673' 'Elics'
 'Solfa']_|_[('PubChem', array(['124893315', '144206029', '170465365', '26719859', '50112726'],
      dtype=object)), ('Wikipedia', array(['Amlexanox'], dtype=object)), ('drugbank', array(['DB01025'], dtype=object)), ('chEBI', array(['31205'], dtype=object))]_|_nan_|_{'rows': array(['EFO_1001904', 'HP_0006536'], dtype=object), 'count': 2}_|_[ENSG00000065989,ENSG00000113448,ENSG00000184588,ENSG00000105650]_|_Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1996 and is indicated for airway obstruction and has 1 investigational indication."
CHEMBL1200382,"CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1.Cl.O_|_UEECHQPWQHYEDE-UHFFFAOYSA-N_|_Small molecule_|_False_|_BEPRIDIL HYDROCHLORIDE_|_1990.0_|_4.0_|_CHEMBL1008_|_False_|_True_|_['Bepadin' 'Vascor']_|_['Bepridil hydrochloride' 'Bepridil hydrochloride hydrate' 'CERM 1978'
 'CERM-1978' 'Cordium' 'NSC-758390' 'Unicordium']_|_[('chEBI', array(['52715'], dtype=object))]_|_nan_|_nan_|_[ENSG00000196557,ENSG00000153956,ENSG00000151067,ENSG00000157445,ENSG00000081248,ENSG00000007402,ENSG00000157388,ENSG00000141837,ENSG00000148408,ENSG00000006283,ENSG00000151062,ENSG00000100346,ENSG00000102001,ENSG00000198216,ENSG00000182389,ENSG00000165995,ENSG00000067191,ENSG00000167535,ENSG00000105605,ENSG00000075429,ENSG00000166862,ENSG00000075461,ENSG00000142408,ENSG00000006116,ENSG00000130433,ENSG00000108878]_|_Small molecule drug with a maximum clinical trial phase of IV that was first approved in 1990."
CHEMBL1200670,"CC(=O)O.CNCC(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@H](C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](C(=O)N[C@@H](Cc1cnc[nH]1)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C)C(=O)O)C(C)C)C(C)C.O_|_YBZYNINTWCLDQA-UHKVWXOHSA-N_|_Protein_|_False_|_SARALASIN ACETATE_|_1982.0_|_4.0_|_CHEMBL938_|_False_|_True_|_['Sarenin']_|_['P-113' 'Saralasin acetate' 'Saralasin hydrated acetate']_|_[('Wikipedia', array(['Saralasin'], dtype=object))]_|_nan_|_nan_|_[ENSG00000144891]_|_Protein drug with a maximum clinical trial phase of IV that was first approved in 1982."
CHEMBL1201234,"CNC(C)(C)Cc1ccccc1_|_RXQCGGRTAILOIN-UHFFFAOYSA-N_|_Small molecule_|_False_|_MEPHENTERMINE_|_1951.0_|_4.0_|_nan_|_False_|_True_|_[]_|_['Mephentermine']_|_[('PubChem', array(['11112475'], dtype=object)), ('Wikipedia', array(['Mephentermine'], dtype=object)), ('drugbank', array(['DB01365'], dtype=object)), ('chEBI', array(['6755'], dtype=object))]_|_['CHEMBL1200996' 'CHEMBL3184799']_|_{'rows': array(['EFO_0000319'], dtype=object), 'count': 1}_|_[ENSG00000120907,ENSG00000150594,ENSG00000043591,ENSG00000169252,ENSG00000184160,ENSG00000171873,ENSG00000170214,ENSG00000274286,ENSG00000188778]_|_Small molecule drug with a maximum clinical trial phase of IV that was first approved in 1951 and is indicated for cardiovascular disease."
CHEMBL1230314,"C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1[C@@H](O)[C@@H](O)[C@@H]2O_|_AJIPIJNNOJSSQC-NYLIRDPKSA-N_|_Small molecule_|_False_|_ESTETROL_|_2021.0_|_4.0_|_nan_|_False_|_True_|_[]_|_['15.alpha.-hydroxyestriol' 'E-4' 'E4' 'Estetrol' 'Estetrol (anhydrous)'
 'Estetrol (e4)' 'Estetrol (hydrous)' 'Estetrol anhydrous'
 'Estetrol hydrate' 'Estetrol monohydrate']_|_[('USAN', array(['https://searchusan.ama-assn.org/finder/usan/search/ESTETROL/relevant/1/'],
      dtype=object)), ('drugbank', array(['DB12235'], dtype=object))]_|_nan_|_{'rows': array(['EFO_0000673', 'EFO_0009520', 'GO_0042697', 'MONDO_0100096',
       'EFO_1001240', 'EFO_0003869', 'EFO_0002950', 'MONDO_0007254',
       'HP_0031217'], dtype=object), 'count': 9}_|_[ENSG00000140009,ENSG00000091831]_|_Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2021 and is indicated for pregnancy and has 8 investigational indications."
CHEMBL1700,"CC(C)NCC(O)c1ccc(NS(C)(=O)=O)cc1.Cl_|_VIDRYROWYFWGSY-UHFFFAOYSA-N_|_Small molecule_|_True_|_SOTALOL HYDROCHLORIDE_|_1992.0_|_4.0_|_CHEMBL471_|_False_|_True_|_['Beta-cardone' 'Betapace' 'Betapace af' 'Sorine' 'Sotacor' 'Sotalex'
 'Sotalol hydrochloride' 'Sotylize']_|_['DL-MJ-1999' 'Darob' 'MJ 1999' 'MJ-1999' 'NSC-337251' 'NSC-760358'
 'Sotalol hcl' 'Sotalol hydrochloride']_|_[('DailyMed', array(['sotalol%20hydrochloride'], dtype=object)), ('PubChem', array(['144204819', '26719708', '46500431', '50106953'], dtype=object)), ('chEBI', array(['9207'], dtype=object))]_|_nan_|_{'rows': array(['HP_0004308', 'EFO_0003144', 'EFO_0000275'], dtype=object), 'count': 3}_|_[ENSG00000055118,ENSG00000169252,ENSG00000043591]_|_Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1992 and is indicated for ventricular arrhythmia and has 2 investigational indications. This drug has a black box warning from the FDA."
CHEMBL192986,"CN(c1ccc(Cl)cc1)c1cc[n+](Cc2ccc(-c3ccc(C[n+]4ccc(N(C)c5ccc(Cl)cc5)c5ccccc54)cc3)cc2)c2ccccc12.[Br-].[Br-]_|_DGBVSSXGHKAASQ-UHFFFAOYSA-L_|_Small molecule_|_False_|_RSM-932A_|_nan_|_1.0_|_CHEMBL1181829_|_False_|_False_|_[]_|_['RSM 932A' 'Tcd-717']_|_nan_|_nan_|_{'rows': array(['EFO_0000616'], dtype=object), 'count': 1}_|_[ENSG00000110721]_|_Small molecule drug with a maximum clinical trial phase of I and has 1 investigational indication."
CHEMBL2105458,"CN1CCC(N(Cc2cccs2)c2ccccc2)CC1_|_KLOHYVOVXOUKQI-UHFFFAOYSA-N_|_Small molecule_|_False_|_THENALIDINE_|_nan_|_4.0_|_nan_|_True_|_True_|_[]_|_['Thenaldine' 'Thenalidine' 'Thenophenopiperidine']_|_[('PubChem', array(['144206868'], dtype=object)), ('drugbank', array(['DB04826'], dtype=object))]_|_nan_|_{'rows': array(['HP_0000989', 'MONDO_0005271'], dtype=object), 'count': 2}_|_[ENSG00000196639]_|_Small molecule drug with a maximum clinical trial phase of IV (across all indications) and is indicated for pruritus and allergic disease. It was withdrawn in at least one region."
CHEMBL2108063,"nan_|_nan_|_Antibody_|_False_|_ZANOLIMUMAB_|_nan_|_3.0_|_nan_|_False_|_False_|_['Humax-cd4']_|_['HuMax-CD4' 'MDX-016' 'Zanolimumab']_|_nan_|_nan_|_{'rows': array(['EFO_1001051', 'EFO_0000574', 'EFO_0000685', 'EFO_1000785',
       'EFO_0002913'], dtype=object), 'count': 5}_|_[ENSG00000010610]_|_Antibody drug with a maximum clinical trial phase of III (across all indications) and has 5 investigational indications."
CHEMBL2108818,"nan_|_nan_|_Antibody_|_False_|_YTTRIUM Y 90 LABETUZUMAB_|_nan_|_-1.0_|_nan_|_False_|_False_|_[]_|_['90Y-HMN-14' 'Labetuzumab 90y' 'S9S0Y-HMN-14' 'Yttrium y 90 labetuzumab'
 'Yttrium y-90 labetuzumab']_|_nan_|_nan_|_nan_|_[ENSG00000105388]_|_Antibody drug."
CHEMBL3990004,"nan_|_nan_|_Unknown_|_False_|_BIROPEPIMUT-S_|_nan_|_2.0_|_nan_|_False_|_False_|_[]_|_['Biropepimut s' 'Biropepimut-s' 'GL-0817'
 'MAGE-A3 Trojan Peptide Vaccine']_|_nan_|_nan_|_{'rows': array(['EFO_0000199'], dtype=object), 'count': 1}_|_[ENSG00000221867]_|_Unknown drug with a maximum clinical trial phase of II and has 1 investigational indication."
CHEMBL4297492,"CCC[C@H](C)Oc1nc(N)c2[nH]c(=O)n(CCCCCN3CCCCC3)c2n1_|_LFMPVTVPXHNXOT-HNNXBMFYSA-N_|_Small molecule_|_False_|_GSK-2245035_|_nan_|_2.0_|_nan_|_False_|_False_|_[]_|_['GSK-2245035' 'GSK2245035' 'Gsk-2245035' 'Gsk2245035']_|_nan_|_nan_|_{'rows': array(['MONDO_0004979'], dtype=object), 'count': 1}_|_[ENSG00000196664]_|_Small molecule drug with a maximum clinical trial phase of II and has 1 investigational indication."
CHEMBL4297688,"nan_|_nan_|_Unknown_|_False_|_ADU-S100_|_nan_|_2.0_|_nan_|_False_|_False_|_[]_|_['ADU-S100' 'Adu s100' 'Adu-s100' 'CDN AGONIST ADU-S100' 'MIW815' 'MW-815'
 'Miw815']_|_nan_|_nan_|_{'rows': array(['EFO_0006859', 'EFO_0000574'], dtype=object), 'count': 2}_|_[ENSG00000184584]_|_Unknown drug with a maximum clinical trial phase of II (across all indications) and has 2 investigational indications."
CHEMBL4297968,"nan_|_nan_|_Unknown_|_False_|_GSK-3174998_|_nan_|_2.0_|_nan_|_False_|_False_|_[]_|_['GSK-3174998' 'GSK3174998' 'Gsk 3174998' 'Gsk-3174998' 'Gsk3174998']_|_nan_|_nan_|_{'rows': array(['EFO_0001378', 'EFO_0000616'], dtype=object), 'count': 2}_|_[ENSG00000186827]_|_Unknown drug with a maximum clinical trial phase of II (across all indications) and has 2 investigational indications."
CHEMBL4594253,"Cn1cc(-c2nc(N[C@@H]3CCCC[C@@H]3N)c(F)c3c2C(=O)NC3)cn1.O=C(O)CC(O)(CC(=O)O)C(=O)O_|_ZVPYVZMKBQYKQG-ZVWHLABXSA-N_|_Small molecule_|_False_|_MIVAVOTINIB CITRATE_|_nan_|_2.0_|_CHEMBL3979920_|_False_|_False_|_[]_|_['Mivavotinib citrate' 'TAK-659' 'Tak 659' 'Tak-659']_|_[('USAN', array(['https://searchusan.ama-assn.org/finder/usan/search/MIVAVOTINIB%20CITRATE/relevant/1/'],
      dtype=object))]_|_nan_|_{'rows': array(['MONDO_0002334', 'EFO_0000616', 'EFO_0000222', 'EFO_0005952',
       'EFO_0000574', 'EFO_0000403', 'MONDO_0018906'], dtype=object), 'count': 7}_|_[ENSG00000165025]_|_Small molecule drug with a maximum clinical trial phase of II (across all indications) and has 7 investigational indications."
CHEMBL4594546,"nan_|_nan_|_Antibody_|_False_|_TELAZORLIMAB_|_nan_|_2.0_|_nan_|_False_|_False_|_[]_|_['GBR 830' 'GBR-830' 'GBR830' 'Gbr 830' 'ISB 830' 'ISB-830' 'Telazorlimab']_|_nan_|_nan_|_{'rows': array(['EFO_0000274'], dtype=object), 'count': 1}_|_[ENSG00000186827]_|_Antibody drug with a maximum clinical trial phase of II and has 1 investigational indication."
CHEMBL503,"CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21_|_PCZOHLXUXFIOCF-BXMDZJJMSA-N_|_Small molecule_|_False_|_LOVASTATIN_|_1987.0_|_4.0_|_nan_|_False_|_True_|_['Altoprev' 'Lovastatin' 'Mevacor' 'Mevinacor' 'Mevinacor 10'
 'Mevinacor 40']_|_['6.alpha.-methylcompactin' 'C10AA02' 'L-154803' 'Lovastatin' 'MK-803'
 'Mevinolin' 'Mevlor' 'Monacolin k' 'NSC-758662'
 'Simvastatin impurity, lovastatin-' 'Sivlor']_|_[('DailyMed', array(['lovastatin'], dtype=object)), ('PubChem', array(['144204439', '144208673', '144210588', '170464913', '17389841',
       '26751557', '496591', '49732779', '855905'], dtype=object)), ('Wikipedia', array(['Lovastatin'], dtype=object)), ('drugbank', array(['DB00227'], dtype=object)), ('chEBI', array(['40303'], dtype=object))]_|_nan_|_{'rows': array(['MONDO_0021661', 'MONDO_0010726', 'MONDO_0004979', 'EFO_0003777',
       'EFO_0000319', 'EFO_1001375', 'EFO_0003914', 'EFO_1000757',
       'EFO_0000764', 'MONDO_0010383', 'EFO_0000222', 'Orphanet_309005',
       'Orphanet_46724', 'EFO_0000589', 'EFO_0001645', 'EFO_0004705',
       'MONDO_0008170', 'MONDO_0008315', 'MONDO_0004681', 'MP_0001845',
       'MONDO_0005180', 'EFO_1000860', 'HP_0100543', 'EFO_0000756',
       'MONDO_0018975', 'MONDO_0008948', 'EFO_0000712', 'EFO_0002615',
       'EFO_0000341', 'HP_0003124', 'EFO_0000685', 'EFO_0003876',
       'MONDO_0007254'], dtype=object), 'count': 33}_|_[ENSG00000113161]_|_Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1987 and has 6 approved and 27 investigational indications."
CHEMBL551064,Nc1ncnc2c1c(-c1cccc(OCc3ccccc3)c1)cn2[C@H]1C[C@H](N2CCC2)C1_|_USVCWSAJUAARAL-MEMLXQNLSA-N_|_Small molecule_|_False_|_AEW-541_|_nan_|_1.0_|_nan_|_False_|_False_|_[]_|_['AEW 541' 'Aew-541' 'NVP-AEW 541' 'NVP-AEW541']_|_nan_|_nan_|_nan_|_[ENSG00000140443]_|_Small molecule drug with a maximum clinical trial phase of I.
CHEMBL620,"C[N+]12CCC(CC1)C(OC(=O)C(O)(c1ccccc1)c1ccccc1)C2_|_HOOSGZJRQIVJSZ-UHFFFAOYSA-N_|_Small molecule_|_False_|_CLIDINIUM_|_1982.0_|_4.0_|_nan_|_False_|_True_|_[]_|_['Clidinium' 'Clidinium cation' 'Clidinium ion']_|_nan_|_['CHEMBL1200950']_|_{'rows': array(['EFO_0010282'], dtype=object), 'count': 1}_|_[ENSG00000133019,ENSG00000168539]_|_Small molecule drug with a maximum clinical trial phase of IV that was first approved in 1982 and is indicated for gastrointestinal disease."
CHEMBL88712,"O=C(O)[C@@H](c1ccc(OCc2ccc3ccccc3n2)cc1)C1CCCC1_|_ZEYYDOLCHFETHQ-JOCHJYFZSA-N_|_Small molecule_|_False_|_VELIFLAPON_|_nan_|_3.0_|_nan_|_False_|_False_|_[]_|_['BAY X 1005' 'BAY X-1005' 'BAY-X-005' 'BAY-X-1005' 'DG-031' 'Veliflapon']_|_nan_|_nan_|_{'rows': array(['EFO_0005672'], dtype=object), 'count': 1}_|_[ENSG00000132965]_|_Small molecule drug with a maximum clinical trial phase of III and has 1 investigational indication."
CHEMBL908,"CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21_|_WSPOMRSOLSGNFJ-AUWJEWJLSA-N_|_Small molecule_|_False_|_CHLORPROTHIXENE_|_1967.0_|_4.0_|_nan_|_False_|_True_|_['Taractan' 'Truxal']_|_['Chlorprothixene' 'N-714' 'N-714RO 4-0403' 'NSC-18720' 'RO 4-0403'
 'RO-4-0403' 'RO-40403']_|_[('PubChem', array(['26665646', '29217891'], dtype=object)), ('Wikipedia', array(['Chlorprothixene'], dtype=object)), ('drugbank', array(['DB01239'], dtype=object)), ('chEBI', array(['50931'], dtype=object))]_|_['CHEMBL1256658']_|_{'rows': array(['EFO_0005230', 'HP_0000726', 'EFO_0005407', 'MONDO_0002050',
       'MONDO_0005090'], dtype=object), 'count': 5}_|_[ENSG00000102468,ENSG00000149295,ENSG00000151577,ENSG00000147246]_|_Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1967 and is indicated for psychosis and has 4 investigational indications."
CHEMBL96172,"C/C1=C/C[C@@H](/C(C)=C/c2csc(C)n2)OC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@@H](O)[C@@H](C)CCC1_|_XOZIUKBZLSUILX-GIQCAXHBSA-N_|_Small molecule_|_False_|_EPOTHILONE D_|_nan_|_2.0_|_nan_|_False_|_False_|_[]_|_['(-)-desoxyepothilone b' '12,13-desoxyepothilone b'
 '12,13-desoxyepothilone b, cis' 'Desoxyepothilone b' 'Epothilone d'
 'KOS-862' 'NSC-703147' 'R-1492' 'R1492']_|_[('PubChem', array(['527930'], dtype=object)), ('drugbank', array(['DB01873'], dtype=object)), ('chEBI', array(['29579'], dtype=object))]_|_nan_|_{'rows': array(['EFO_0000616', 'EFO_1001951', 'MONDO_0008903', 'MONDO_0008315',
       'MONDO_0007254'], dtype=object), 'count': 5}_|_[ENSG00000188229,ENSG00000101162,ENSG00000198033,ENSG00000127824,ENSG00000258947,ENSG00000167552,ENSG00000104833,ENSG00000261456,ENSG00000196230,ENSG00000123416,ENSG00000167553,ENSG00000152086,ENSG00000137267,ENSG00000137285,ENSG00000176014]_|_Small molecule drug with a maximum clinical trial phase of II (across all indications) and has 5 investigational indications."
CHEMBL1200794,"CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5.Cl_|_BCGJBQBWUGVESK-KCTCKCTRSA-N_|_Small molecule_|_True_|_OXYMORPHONE HYDROCHLORIDE_|_1959.0_|_4.0_|_CHEMBL963_|_False_|_True_|_['Numorphan' 'Opana' 'Opana er' 'Oxymorphone hydrochloride']_|_['Oxymorphone hcl' 'Oxymorphone hydrochloride']_|_[('DailyMed', array(['oxymorphone%20hydrochloride'], dtype=object))]_|_nan_|_{'rows': array(['EFO_0003843', 'HP_0012532'], dtype=object), 'count': 2}_|_[ENSG00000082556,ENSG00000116329,ENSG00000112038]_|_Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1959 and is indicated for pain and has 1 investigational indication. This drug has a black box warning from the FDA."
CHEMBL1200933,"C[N+](C)(CCCCCC[N+](C)(C)C1c2ccccc2-c2ccccc21)C1c2ccccc2-c2ccccc21.[Br-].[Br-]_|_WDEFPRUEZRUYNW-UHFFFAOYSA-L_|_Small molecule_|_False_|_HEXAFLUORENIUM BROMIDE_|_1982.0_|_4.0_|_CHEMBL1201349_|_False_|_True_|_['Mylaxen']_|_['Hexafluorenium bromide' 'Hexaflurone bromide' 'Hexafluronium bromide'
 'NSC-19477']_|_[('PubChem', array(['144206765'], dtype=object))]_|_nan_|_nan_|_[ENSG00000087085]_|_Small molecule drug with a maximum clinical trial phase of IV that was first approved in 1982."
CHEMBL1200974,"CN(C)CCOC(c1ccc(Cl)cc1)c1ccccn1.O=C(O)/C=C\C(=O)O_|_GVNWHCVWDRNXAZ-BTJKTKAUSA-N_|_Small molecule_|_False_|_CARBINOXAMINE MALEATE_|_2003.0_|_4.0_|_CHEMBL864_|_False_|_True_|_['Carbinoxamine maleate' 'Clistin' 'Davenol' 'Karbinal er']_|_['Carbinoxamine maleate' 'NSC-62362']_|_[('DailyMed', array(['carbinoxamine%20maleate'], dtype=object)), ('PubChem', array(['144205889', '170465237', '26749308', '93576626'], dtype=object)), ('chEBI', array(['31353'], dtype=object))]_|_nan_|_{'rows': array(['EFO_0007533', 'EFO_1001417', 'EFO_0003956', 'EFO_0005532',
       'EFO_0007141', 'EFO_0005531'], dtype=object), 'count': 6}_|_[ENSG00000196639]_|_Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2003 and has 6 approved indications."
CHEMBL1201047,"CCOC(=O)C1(c2ccccc2)CCN(CCc2ccc(N)cc2)CC1.Cl_|_UDUQHZSAAWGSPJ-UHFFFAOYSA-N_|_Small molecule_|_False_|_ANILERIDINE HYDROCHLORIDE_|_1982.0_|_4.0_|_CHEMBL1201347_|_False_|_True_|_['Leritine']_|_['Aldine' 'Anileridine dihydrochloride' 'Anileridine hcl'
 'Anileridine hydrochloride' 'Anileridine hydrochloride cii' 'Apodol'
 'Leritine dihydrochloride']_|_nan_|_nan_|_nan_|_[ENSG00000082556,ENSG00000112038]_|_Small molecule drug with a maximum clinical trial phase of IV that was first approved in 1982."
CHEMBL1201558,"nan_|_nan_|_Protein_|_True_|_INTERFERON ALFA-2B_|_1986.0_|_4.0_|_nan_|_False_|_True_|_['Intron a' 'Intron-A' 'Introna' 'Viraferon']_|_['Interferon alfa-2b' 'SCH 30500' 'SCH-30500']_|_[('DailyMed', array(['interferon%20alfa-2b'], dtype=object)), ('DrugCentral', array(['5205'], dtype=object)), ('EMA', array(['https://www.ema.europa.eu/en/medicines/human/EPAR/introna'],
      dtype=object)), ('Wikipedia', array(['Interferon_alfa-2b'], dtype=object))]_|_nan_|_{'rows': array(['MONDO_0008170', 'EFO_0000182', 'EFO_1000956', 'EFO_0001668',
       'MONDO_0024503', 'EFO_0000616', 'EFO_1000131', 'EFO_0000756',
       'MONDO_0100096', 'EFO_0000339', 'EFO_0000673', 'EFO_0000764',
       'EFO_0000681', 'EFO_0009708', 'EFO_0000349', 'EFO_0001378',
       'MONDO_0044881', 'MONDO_0004992', 'MONDO_0008315', 'EFO_0002618',
       'MONDO_0019471', 'EFO_0007147', 'MONDO_0002367', 'EFO_0004220',
       'EFO_0004197', 'EFO_0004243', 'EFO_0001422', 'EFO_0003047',
       'MONDO_0018906', 'EFO_0003869', 'EFO_0000389', 'EFO_0000565',
       'EFO_0004239', 'MONDO_0007254', 'MONDO_0002691', 'MONDO_0004658',
       'EFO_0000558'], dtype=object), 'count': 37}_|_[ENSG00000142166,ENSG00000159110]_|_Protein drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1986 and has 16 approved and 21 investigational indications. This drug has a black box warning from the FDA."
CHEMBL14,"C[N+](C)(C)CCOC(N)=O.[Cl-]_|_AIXAANGOTKPUOY-UHFFFAOYSA-N_|_Small molecule_|_False_|_CARBACHOL_|_1972.0_|_4.0_|_CHEMBL965_|_False_|_True_|_['Carbachol' 'Carbastat' 'Doryl' 'Miostat']_|_['Carbachol' 'Carbachol chloride' 'Carbacholine Chloride'
 'Carbacholine chloride' 'Carbamoylcholine chloride' 'NSC-32865']_|_[('DailyMed', array(['carbachol'], dtype=object)), ('PubChem', array(['144205582', '170464972', '26747465', '50105987', '56463323'],
      dtype=object)), ('Wikipedia', array(['Carbachol'], dtype=object)), ('chEBI', array(['3385'], dtype=object))]_|_nan_|_{'rows': array(['MONDO_0005129', 'HP_0000616', 'MONDO_0001330', 'MONDO_0005041'],
      dtype=object), 'count': 4}_|_[ENSG00000133019]_|_Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 1972 and has 3 approved and 1 investigational indication."
CHEMBL1421,"Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1_|_ZBNZXTGUTAYRHI-UHFFFAOYSA-N_|_Small molecule_|_False_|_DASATINIB_|_2006.0_|_4.0_|_nan_|_False_|_True_|_['Dasatinib' 'Dasatinib accordpharma' 'Sprycel']_|_['BMS-354825' 'BMS-354825 HYDRATE' 'BMS-354825-03' 'Dasatinib'
 'Dasatinib hydrate' 'Dasatinib monohydrate' 'NSC-759877']_|_[('DailyMed', array(['dasatinib'], dtype=object)), ('EMA', array(['https://www.ema.europa.eu/en/medicines/human/EPAR/dasatinib-accordpharma'],
      dtype=object)), ('PubChem', array(['103905543', '124893650', '124893651', '124893652', '144206289',
       '164339436', '170465390', '50100097', '50125840'], dtype=object)), ('Wikipedia', array(['Dasatinib'], dtype=object)), ('drugbank', array(['DB01254'], dtype=object)), ('chEBI', array(['49375'], dtype=object))]_|_['CHEMBL5314601']_|_{'rows': array(['EFO_0000768', 'EFO_0000616', 'EFO_1000956', 'EFO_0000255',
       'EFO_0003884', 'MONDO_0019469', 'MONDO_0011719', 'EFO_0000191',
       'EFO_0000588', 'MONDO_0019472', 'EFO_1001469', 'EFO_0002429',
       'EFO_1000475', 'MONDO_0004975', 'MONDO_0018906', 'EFO_0000770',
       'EFO_1001951', 'EFO_0000702', 'MONDO_0000870', 'EFO_0000095',
       'MONDO_0002087', 'EFO_0006859', 'MONDO_0004992', 'EFO_0005774',
       'EFO_0000708', 'MONDO_0000873', 'EFO_1000131', 'MONDO_0100096',
       'MONDO_0008903', 'EFO_0000309', 'EFO_1001465', 'EFO_0002617',
       'MONDO_0016586', 'EFO_0000183', 'EFO_0003869', 'EFO_0000220',
       'EFO_0000621', 'MONDO_0004643', 'MONDO_0021063', 'EFO_1000026',
       'EFO_0000565', 'EFO_0002618', 'MONDO_0011962', 'EFO_0000764',
       'EFO_0000339', 'EFO_0000707', 'EFO_0000181', 'EFO_0001073',
       'EFO_0000673', 'EFO_0002918', 'EFO_0000196', 'EFO_0003032',
       'EFO_0000180', 'EFO_1001993', 'EFO_0000389', 'EFO_0001378',
       'EFO_0000182', 'EFO_0000403', 'EFO_1000158', 'MONDO_0008315',
       'EFO_0009441', 'EFO_0000756', 'EFO_0000574', 'EFO_0004289',
       'MONDO_0100342', 'EFO_0000211', 'EFO_1001051', 'EFO_0000198',
       'EFO_0003833', 'EFO_0005952', 'EFO_1000657', 'EFO_0003060',
       'EFO_0000222', 'EFO_1000654', 'MONDO_0008170', 'EFO_1000785',
       'EFO_0000305', 'MONDO_0019471', 'EFO_0004289', 'EFO_0000519',
       'MONDO_0003175', 'EFO_0005221', 'EFO_0000616', 'MONDO_0007254',
       'MONDO_0002158'], dtype=object), 'count': 85}_|_[ENSG00000142627,ENSG00000113721,ENSG00000157404,ENSG00000097007,ENSG00000186716,ENSG00000010810,ENSG00000197122,ENSG00000182866,ENSG00000176105,ENSG00000136573,ENSG00000101336,ENSG00000254087,ENSG00000111816,ENSG00000000938,ENSG00000125508]_|_Small molecule drug with a maximum clinical trial phase of IV (across all indications) that was first approved in 2006 and has 9 approved and 76 investigational indications."
